 ==> 0.0027642056052
Kit, Chunyu ==> 0.000224513689032
Danielson, Denise ==> 4.14915421595e-05
Al-Adhaileh, Mosleh Hmoud ==> 9.00915718478e-05
Cafferkey, Conor ==> 6.60696877524e-05
Kim, Yung Taek ==> 0.000164912554092
Leshtanska, Magdalena ==> 2.21463913876e-05
Bick, Eckhard ==> 3.40729533529e-05
Willis, Alistair ==> 3.52331364392e-05
Marchand, Yannick ==> 5.78075172743e-05
Gendner, Veronique ==> 3.3905447374e-05
Ramsay, Allan ==> 7.62815502333e-05
Lord, Carol ==> 2.34158241908e-05
Talbott, Susan W. ==> 2.15265016829e-05
XiaoLong, Wang ==> 2.74053405136e-05
Wang, Zhen ==> 3.05180855314e-05
Suzuki, Kenji ==> 8.72713105168e-05
Tongchim, Shisanu ==> 6.01484282923e-05
Starosta, Stanley ==> 3.92537365661e-05
Rossi, Piercarlo ==> 3.95836973464e-05
Tao, Xiaopeng ==> 3.71666607319e-05
Darwish, Kareem ==> 0.000152284814277
Sasaki, Yutaka ==> 0.000309681269737
Divoli, Anna ==> 7.8080879029e-05
Blei, David ==> 8.03433247763e-05
Ramage, Daniel ==> 5.90104024655e-05
Zheng, Zhiping ==> 4.14148119653e-05
Fellbaum, Christiane ==> 0.00010945691806
Bloodgood, Michael ==> 3.72832167726e-05
Arnold, Doug J. ==> 0.000225071991211
Watanabe, Maki ==> 8.64922220425e-05
Larson, Elaine ==> 1.95080679742e-05
Nobesawa, Shiho ==> 8.8960224969e-05
Doan, Son ==> 3.81527353085e-05
Shinko, Tamura ==> 5.60914694426e-05
Dawar, Anuj ==> 4.42371385018e-05
Lindberg, Nikolaj ==> 4.3356200058e-05
Andrews, Nicholas ==> 4.38263288507e-05
McGee, David R. ==> 0.000160966846859
Zhang, Chen ==> 5.12039406495e-05
Liu, Wu ==> 5.62080341374e-05
Laskowski, Sharon ==> 4.88041406202e-05
Soroa, Aitor ==> 0.000179508008526
Peckham, Jeremy ==> 2.91860809118e-05
Lloberas, Agusti ==> 7.72441993179e-05
Rosenblum, James A. ==> 1.93950136795e-05
Nenadic, Goran ==> 0.000126168914176
Di Fabbrizio, Giuseppe ==> 6.34281245899e-05
Reese, Brian ==> 5.83037279763e-05
Navarretta, Costanza ==> 9.90351106778e-05
Silva, Georgette ==> 4.68294806438e-05
Amigo, Enrique ==> 0.000131963629687
Peng, Yinan ==> 1.77090506391e-05
Mooney, David J. ==> 2.99870425845e-05
Rodriguez Hontoria, Horacio ==> 2.23381091119e-05
Lapalme, Guy ==> 0.000392466691035
Dowling, John ==> 0.000174403838015
Li, Hang ==> 0.000694495522149
Wang, Gen ==> 3.73920675406e-05
Burns, Ron ==> 3.38425726459e-05
Rushall, David A. ==> 2.24087218143e-05
Kaemareik, Gary ==> 4.6676073579e-05
SikiriÄ‡, Ivan ==> 2.35620806624e-05
Ursu, Cristian ==> 4.28547410664e-05
Miike, Seiji ==> 0.000127218655064
Jacquemin, Christian ==> 0.000237483654905
Tibbetts, Jason ==> 4.0558467772e-05
Zheng, Jiaheng ==> 2.40044298516e-05
Lepage, Yves ==> 0.00014471258655
Fillmore, Charles J. ==> 0.000744043289586
Sekimizu, Tateshi ==> 7.67818061541e-05
Daumé III, Hal ==> 0.000346354449305
Prassad, Rashmi ==> 5.7789338841e-05
Brown, Brianne ==> 5.65508026862e-05
He, Yanxiang ==> 3.54008121207e-05
Kwon, Namhee ==> 0.000120148614886
De Groote, Philippe ==> 8.63363282121e-05
Schmitz, Birte ==> 2.54984538051e-05
Li, Jin ==> 2.27628654443e-05
Klein, Marion ==> 1.81096304841e-05
Kraif, Olivier ==> 3.56130173092e-05
McGillivray, Barbara ==> 3.81133639941e-05
Yallop, Jeremy ==> 5.52154718366e-05
Nicolas, Lionel ==> 2.74379007618e-05
Hendley, Robert J. ==> 4.87729850285e-05
Betancourt, T. ==> 3.30292415627e-05
Wolters, Maria ==> 8.49953702939e-05
Daille, Bèatrice ==> 3.51353400646e-05
Hirasawa, Jun-Ichi ==> 8.80143138803e-05
Si, Luo ==> 3.75155561418e-05
Luk, Alpha K. ==> 9.21490544987e-05
Chin, David N. ==> 4.64306013466e-05
Brown, Susan Windisch ==> 5.65483434033e-05
Borthwick, Andrew ==> 0.000203084989802
Muller, Frank Henrik ==> 5.57927298292e-05
Chikayama, Takashi ==> 2.99078292789e-05
Moser, Megan ==> 0.000168701114629
Dienes, Peter ==> 0.000140597965101
Lennox, A. Scott ==> 4.57578181614e-05
De Rijke, Maarten ==> 0.000236058300301
Baoli, Li ==> 2.82775007156e-05
Srivastava, Ramesh ==> 4.41334161206e-05
Erk, Katrin ==> 0.000300996978692
Meurers, Detmar ==> 4.46205726028e-05
Guarino, Nicola ==> 3.2049369707e-05
Lee, Mark ==> 0.000136891613685
Martí, M.Antònia ==> 1.96890290846e-05
Gao, Qin ==> 7.68321233431e-05
Kazemzadeh, Abe ==> 3.08288319297e-05
Rauzy, Stephane ==> 2.13911632181e-05
Keller, Bill ==> 0.000208617241588
Kim, Kilyoun ==> 2.00484822043e-05
Wolf, Chris ==> 1.86574768476e-05
Dreuw, Philippe ==> 2.07384098419e-05
Yoshimi, Takehiko ==> 3.89960075781e-05
Maegaard, Bente ==> 2.5148453233e-05
Potrich, Alessandra ==> 2.25905378428e-05
Boston, Marisa Ferrara ==> 2.97035853205e-05
Gamallo, Pablo ==> 9.24638246472e-05
Bancarz, Iain ==> 2.89491724344e-05
Ahn, Kisuh ==> 3.10736909505e-05
Oronoz, Maite ==> 0.000137074969017
Heinz, Wolfgang ==> 3.42451167048e-05
Nair, Anish ==> 4.20195817081e-05
Therneau, Terry ==> 1.9135839295e-05
Wroblewski, David A. ==> 3.60612549249e-05
Lim, Daniel Chung Yong ==> 0.000330397530161
Ando, Rie Kubota ==> 0.000251667972735
Semeraro, Giovanni ==> 2.93420050359e-05
Giorgino, Toni ==> 0.000103245659875
Kim, Byeongchang ==> 8.42109375039e-05
Tang, Lappoon R. ==> 2.60683733725e-05
Schmidt, R. ==> 2.95322732542e-05
Okuma, Hideo ==> 8.51555685874e-05
Ait-Mokhtar, Salah ==> 0.000114529896066
Padó, Sebastian ==> 7.84491553372e-05
Nishino, Fumihito ==> 8.35551370468e-05
Spilker, Jorg ==> 4.89391224668e-05
Chen, Chao-Jan ==> 6.1817175559e-05
Chia, Ching-Yi ==> 5.87064538222e-05
Murakami, Masahiko ==> 2.57913668499e-05
Verberne, Suzan ==> 3.3298549723e-05
Gordon, Peter C. ==> 3.79754995223e-05
Maier, Elisabeth ==> 0.000226085842752
J.M., Areola ==> 3.2651460982e-05
Ahmad, Khurshid ==> 6.72250770434e-05
Pin-Ngern Conlon, Sumali ==> 2.01543430092e-05
Gibbon, David ==> 2.96869202147e-05
Li, Jin-Ji ==> 2.39795496003e-05
Wallenberg, Joel ==> 3.98179691299e-05
Lee, Yue-Shi ==> 0.000209389077941
Pereira Lopes, Jose Gabriel ==> 0.000148035618541
Magadur, Jean-Yves ==> 2.17653673171e-05
Gabbard, Ryan ==> 8.09518730067e-05
Kruschwitz, Udo ==> 2.68030082453e-05
Marchetti, Andrea ==> 1.90376584334e-05
Lu, Wen-Hsiang ==> 6.9995253729e-05
Kwong, Oi Yee ==> 0.000236146125875
Anthony, Stephen ==> 2.67371294442e-05
Beale, Andrew David ==> 6.74022878768e-05
Levin, Beth ==> 3.53374103101e-05
Nicolae, Gabriel ==> 9.0761075133e-05
Goulart, Rodrigo ==> 6.68651348974e-05
Sasaki Alam, Yukiko ==> 3.4347252972e-05
Sanyal, Sudip ==> 2.10796640779e-05
Dras, Mark ==> 0.000222393111763
Gee, F. Ruth ==> 7.75920537918e-05
Konagaya, Akihiko ==> 8.40358951724e-05
Lee, Donghyeon ==> 4.01428031418e-05
Wu, Cathy ==> 1.7801965591e-05
Singh, Push ==> 5.30132923549e-05
Seon, Choong-Nyoung ==> 3.02838927855e-05
Dewdney, Niegel ==> 3.21982797546e-05
Lee, Lin-Shan ==> 6.24786010214e-05
Wilms, Geert Jan ==> 2.01377281632e-05
Romanyshyn, Nicholas ==> 4.06816421406e-05
Guan, Yi ==> 9.77230438638e-05
Hitaka, Toru ==> 8.23567084237e-05
Ludovik, Yevgeny ==> 1.81002308589e-05
Barton Jr., G. Edward ==> 9.72853994351e-05
Tan, Hongye ==> 2.40044298516e-05
Gagnon, Michel ==> 2.89474371163e-05
Marty, Jean-Charles ==> 3.73538378064e-05
Otani, Miyo ==> 5.3596199681e-05
Choi, Myung-Seok ==> 4.4027029916e-05
El Kourdi, Mohamed ==> 2.59240783044e-05
Muresan, Smaranda ==> 0.00012730016681
Elsner, Micha ==> 0.000174904598656
Liu, Hao ==> 5.66032026644e-05
MoirÃ³n, BegoÃ±a Villada ==> 0.000118403062657
Paulus, Dietrich ==> 2.66949714224e-05
Kow, Eric ==> 9.58541703968e-05
Zabokrtsky, Zdenek ==> 8.507859023e-05
Jiang, Wenbin ==> 4.18900666007e-05
Hung, Peng-Hsiang ==> 4.14205068761e-05
Balkanski, Cecile T. ==> 5.30156029366e-05
Condoravdi, Cleo ==> 7.22553169774e-05
Xiaojing, Bai ==> 2.27322545591e-05
Austin, Steve ==> 0.000318149248511
Wothke, Klaus ==> 4.10006170319e-05
Maci, E. ==> 2.98387433912e-05
Cole, Ronald A. ==> 7.65147102836e-05
Inouye, R. Bryce ==> 5.22297997327e-05
Fertig, Scott ==> 3.67957170961e-05
Prince, Cambell ==> 2.11478746422e-05
Inkpen, Diana Zaiu ==> 0.000124673096466
Aggarwal, R.K. ==> 1.87584668531e-05
Yang, D. ==> 3.24206765644e-05
Sonntag, Gerit P. ==> 2.00907062069e-05
King, James ==> 2.83498408798e-05
Nakao, Yukie ==> 8.93923114628e-05
Carroll, Steven ==> 4.96639843831e-05
Nadathur, Gopalan ==> 2.65647308159e-05
Barlow, Michael ==> 1.90983337799e-05
Busser, Bertjan ==> 3.95903387209e-05
Hu, Dong Cheng ==> 5.18036816261e-05
Maeda, Hiroyuki ==> 2.61162418142e-05
Sanders, Nathan C. ==> 3.2839191821e-05
Kiss, Tibor ==> 4.76486713413e-05
Temnikova, Irina ==> 2.84307468589e-05
Cramer, Bart ==> 4.37351384543e-05
Yang, Yongsheng ==> 5.47303571397e-05
Kuriyama, Naoko ==> 2.98642349607e-05
Yasunaga, Hisashi ==> 5.56777851761e-05
Lin, Yu-Hsiang ==> 4.44789853708e-05
Suzuki, Daisuke ==> 2.24167472951e-05
Silliman, Scott ==> 0.000134067938745
Klenner, Manfred ==> 3.85615309947e-05
Joshi, Sachindra ==> 2.63904514674e-05
Boven, B. ==> 3.69536920003e-05
Bowker, Lynne ==> 4.26020109299e-05
Aoki-Waibel, Naomi ==> 4.36267736927e-05
Bukatin, Michael ==> 2.71284978709e-05
Gotoh, Yoshihiko ==> 2.94728482489e-05
Falkedal, Kirsten ==> 0.000119996457301
Cheung, Chi Shun ==> 6.34770496403e-05
Foster, Mary Ellen ==> 9.17102676374e-05
Schuster, Ethel ==> 3.99170150743e-05
Frost, Richard ==> 2.19466531952e-05
Rinaldi, Fabio ==> 0.000265423800246
Lecomte, Alain ==> 2.25944480207e-05
Fayruzov, Timur ==> 2.77231000712e-05
Schwartz, Richard M. ==> 0.00181405280992
Chen, Bo ==> 4.94166975619e-05
Iwahashi, Naoto ==> 2.4683189092e-05
Delaere, Isabelle ==> 2.40409244528e-05
Takashi, NINOMIYA ==> 2.71788985708e-05
Chuang, Thomas C. ==> 3.16628743188e-05
Prévot, Laurent ==> 1.99834147618e-05
Van Uytsel, Dong Hoon ==> 2.71967979042e-05
Leon, Fernando Sanchez ==> 5.58580829981e-05
Blake, Catherine ==> 2.8563451222e-05
Narayanan, Shrikanth ==> 0.000158283537307
Edelman, Shimon ==> 0.000147318079834
Boguslavsky, Igor ==> 0.000100305879919
Rodrigo, Luis ==> 2.06572420678e-05
Coccaro, Noah ==> 0.000215829830127
Bopp, Stephan ==> 3.18533363154e-05
Reitter, David ==> 0.000151794840324
Song, Zhiyi ==> 1.9083343565e-05
Gustafsson, Malin ==> 2.99338232424e-05
Qu, Weimin ==> 3.58439078162e-05
Watson, Gordon ==> 1.96093327978e-05
Zarriess, Sina ==> 1.80206453499e-05
Otterbacher, Jahna C. ==> 0.000100902715536
Haxton, Isaac ==> 5.89212641645e-05
Gerbino, Elisabetta ==> 3.50160122297e-05
Ma, Xiaoyi ==> 3.07949274402e-05
Drellishak, Scott ==> 2.82291486255e-05
Milward, David ==> 0.000150095241976
Herzog, Gerd ==> 3.10272900739e-05
Rajasekaran, Raja ==> 3.78770944917e-05
Preiss, Judita ==> 0.000195220502562
Yang, Ying-Kuei ==> 5.8030725407e-05
Okamura, Jun ==> 3.69525001565e-05
Callaway, Charles B. ==> 9.20833638221e-05
Khajour, Abdelaziz ==> 3.36751297663e-05
Ryu, Koichiro ==> 2.74475567929e-05
Ohrstrom-Sandgren, Thorsten ==> 8.86754257335e-05
Honeck, Martin ==> 2.78138448447e-05
Na, Ye ==> 4.8336498566e-05
Milne, Robert ==> 3.51529565083e-05
Finkler, Wolfgang ==> 7.3749704392e-05
Glennon, Dominic ==> 3.23968973645e-05
Mylonakis, Markos ==> 5.18885939347e-05
Turcato, Davide ==> 6.06349153635e-05
Liu, Vinci ==> 3.27002605712e-05
Koit, Mare ==> 7.44125918642e-05
Roudaud, B. ==> 2.68023992482e-05
Han, Chunghye ==> 6.3054890676e-05
QuocHung-Ngo ==> 2.71596009145e-05
Rieger, Burghard B. ==> 0.000160519351792
Van De Plassche, Joke ==> 4.18568062491e-05
Neri, Federico ==> 1.90376584334e-05
Min, Congmin ==> 3.52017656062e-05
Mulligan, Michael ==> 2.9422450392e-05
Wiese, Richard ==> 1.99246226535e-05
Okumura, Manabu ==> 0.000653498863129
Raymond, Christian ==> 7.71999942698e-05
Numazaki, Hiroaki ==> 1.81569123472e-05
Van Ess-Dykema, Carol J. ==> 0.000290567867752
Zhang, Jianfeng ==> 2.40044298516e-05
Nebel, Bernhard ==> 2.5029903122e-05
Talmy, Leonard ==> 2.9186634276e-05
O'Leary, Dianne P. ==> 3.86001678232e-05
Infante-Lopez, Gabriel ==> 3.11283237995e-05
Hansen, Steffen Leo ==> 3.78074520786e-05
Gallardo, Ascension ==> 2.69836400557e-05
Shim, Leem Seop ==> 2.93271729396e-05
Hopely, Philip ==> 5.76459473091e-05
Guo, Jiaqing ==> 2.29884944756e-05
Fisher, W. ==> 0.000189031884703
Mason, Zachary J. ==> 9.01331787816e-05
Rosen, Alexandr ==> 3.00093410387e-05
Johnston, Michael ==> 0.000441728433561
Ye, Shiren ==> 4.68485181787e-05
Trnka, Keith ==> 8.01527215897e-05
Qi, Hong ==> 6.99070727889e-05
Yada, Koji ==> 2.45749729087e-05
Hasebe, Koichi ==> 4.45361960402e-05
Resnik, Philip ==> 0.0019240162112
Nohama, Percy ==> 4.77581542825e-05
Witkam, A. P. M. ==> 1.81550067216e-05
Simma, Aleksandr ==> 7.5084146207e-05
Malaise, Veronique ==> 4.05196034619e-05
Ogura, Hideki ==> 2.47369368854e-05
Garudadri, H. ==> 3.88366600401e-05
Fresno, Victor ==> 4.66233100978e-05
Borghesi, Luigi ==> 1.92013746447e-05
Dilley, Stephan ==> 3.82465000357e-05
Popescu, Octavian ==> 7.58410363668e-05
Mistica, Meladel ==> 2.56969560202e-05
Wang, Huan ==> 1.77090506391e-05
Nakayama, Takehiro ==> 5.92428566125e-05
Hoenkamp, Edward ==> 4.12586867364e-05
Manaster Ramer, Alexis ==> 0.000102822977404
Reid, James ==> 2.03161064599e-05
Konyves-Toth, Michael ==> 4.34735635704e-05
Kelly, Barbara ==> 5.16435393248e-05
Parmentier, Yannick ==> 0.000102329119917
Tsur, Oren ==> 2.26318141119e-05
Sun, Xiantang ==> 3.36369322761e-05
Uszkoreit, Hans ==> 0.000547160575225
Nishida, Toyoaki ==> 0.00017018165961
Vanni, Stephan ==> 1.79798139203e-05
Khadivi, Shahram ==> 9.52868966779e-05
Emele, Martin C. ==> 0.000420649018491
Dechelotte, Daniel ==> 8.35396076667e-05
Postolache, Oana ==> 5.15651812538e-05
Pineau, Joelle ==> 4.53410602241e-05
Sgall, Petr ==> 0.000210973601998
Bechara, Hanan ==> 2.21463913876e-05
Maeireizo, Beatriz ==> 2.80437393141e-05
Krotov, Alexander ==> 8.07174294879e-05
Hernandez, Nicolas ==> 2.27472017492e-05
Niederlich, Hendrik ==> 4.44429204538e-05
Changning, Huang ==> 2.38025617757e-05
Nugier, Sylvaine ==> 4.37548603016e-05
Dang, Hoa Trang ==> 0.000315642480976
Zhang, Hailei ==> 4.90219798349e-05
Ang, Jeremy ==> 8.35558000153e-05
Mertens, Piet ==> 2.31396041685e-05
Holz, Florian ==> 4.21595684754e-05
Kumaran, A ==> 4.38287101091e-05
Alegria, Iï¿½aki ==> 0.000235954289133
Kilgarriff, Adam ==> 0.000454485962094
Patel, Agam ==> 2.93322468154e-05
Lau, Monica ==> 2.78725005442e-05
Paducheva, Elena V. ==> 8.40592754365e-05
Klose, Gudrun ==> 2.51260794634e-05
Borgo, Stefano ==> 2.00484051306e-05
Tsuboi, Yuta ==> 5.34746058205e-05
Areta, Nerea ==> 2.02698590541e-05
Johansson, Christer ==> 6.04404764706e-05
Kakkonen, Tuomo ==> 2.74388579812e-05
Gale, William A. ==> 0.00156231601872
Klein, Dan ==> 0.00213267224836
Sea, Jungyun ==> 4.42551757183e-05
Sabatini, John ==> 2.09038242858e-05
Kim, Sang-Bum ==> 3.0762315427e-05
Fraga, P. Daun ==> 4.08266810786e-05
Ljolje, Andrej ==> 6.58414570655e-05
Thione, Gian Lorenzo ==> 0.000137524535062
Strauss, M. ==> 5.25695616446e-05
Converse, Susan P. ==> 6.56874001544e-05
Lehmann, Sabine ==> 6.40421803391e-05
Raskutti, Bhavani ==> 5.64001530509e-05
Pallotta, Vincenzo ==> 3.98747411395e-05
Zhang, Yongkui ==> 2.88492745902e-05
Iwatate, Masakazu ==> 4.36861522761e-05
Wang, Liang-Jyh ==> 3.53892480032e-05
Sofianopoulos, Sokratis ==> 2.66807309296e-05
Goodwin, Kerri ==> 1.9239661911e-05
Shimizu, Kei ==> 2.56850034464e-05
Yoon, Taejin ==> 2.63399340761e-05
Moreale, Emanuela ==> 2.42071192918e-05
Matveeva, Irina ==> 8.73913754775e-05
Gutwin, Carl ==> 2.84669123831e-05
Richter, Matthias ==> 1.81837172412e-05
Fowler, Timothy A. D. ==> 2.43997417487e-05
Wu, Yiching ==> 2.52711682101e-05
Novak, Vaclav ==> 9.31078625851e-05
Vaithyanathan, Shivakumar ==> 0.000416352910911
Schuetze, Hinrich ==> 2.03024323675e-05
Maeda, Kazuaki ==> 3.31856380205e-05
Markovitch, Shaul ==> 0.000113558002796
Jiang, Feng ==> 4.86341475793e-05
Pautler, David ==> 2.8061462637e-05
Chatzichrisafis, Nikos ==> 0.00015161011342
Agerri, Rodrigo ==> 5.49385264501e-05
Muhirwe, Jackson ==> 2.47904162821e-05
Terenzi, Elena ==> 2.17682569277e-05
Naumann, Ralf ==> 2.64298116794e-05
Gish, Herbert ==> 0.000106828804536
Liu, Bing ==> 4.75218536027e-05
Vanderhoeft, Claire ==> 1.79489163562e-05
Grosjean, Francois ==> 2.77240514796e-05
Pestian, John P. ==> 4.78935085846e-05
Dalrymple, Mary ==> 8.63128780886e-05
Odell, J. J. ==> 7.68958014664e-05
Shimizu, Tohru ==> 2.19984780727e-05
Cui, Gaoying ==> 4.6147705575e-05
McCracken, Nancy J. ==> 3.81970234077e-05
Weeber, Marc ==> 3.22628172118e-05
Che, Wanxiang ==> 0.000179090022539
Thede, Scott M. ==> 0.000133475695846
Schulz, Bastian ==> 3.90120709795e-05
Hampton, Tom ==> 3.25964694478e-05
Chavez, Hector ==> 2.39072309183e-05
Dill, Ken A. ==> 2.09092942658e-05
Caudal, Patrick ==> 2.17322793334e-05
Giorgi, Alessandra ==> 3.8279175428e-05
Almuhareb, Abdulrahman ==> 7.66866179103e-05
Alvarez, Alison ==> 5.95052546476e-05
Firmin Hand, Therese ==> 4.93949645235e-05
Waterman, Scott ==> 8.35238374148e-05
Chang, Li-Li ==> 2.24910950694e-05
Chen, Yue-Xin ==> 2.43174233587e-05
Pustejovsky, James D. ==> 0.00144050281113
Markowitz, Judith A. ==> 0.000169805946077
Beaven, John L. ==> 0.000100383800146
Xu, Fang ==> 4.11553928277e-05
Chibout, Karim ==> 5.08520560193e-05
Steffen, Diana ==> 3.08191506597e-05
DeNero, John ==> 0.000189111615479
Glasbey, S.R. ==> 2.86403744535e-05
Shaumyan, Sebastian ==> 1.81581919004e-05
Clow, Josh ==> 4.670622702e-05
Korycinski, Chris ==> 5.26077817995e-05
Decrozant, Lisa ==> 1.77520240109e-05
By, Tomas ==> 4.72978704463e-05
Boulaknadel, Siham ==> 2.79553574926e-05
Papageorgiou, Constantine P. ==> 4.51083596035e-05
Woszczyna, Monika ==> 6.32620458184e-05
Sindelar, Michael ==> 5.02255290716e-05
Geffet, Maayan ==> 0.00014636393659
Srihari, Rohini K. ==> 0.000449911726763
Vatikiotis-Bateson, Caitlin ==> 7.20788911035e-05
Iida, Ryu ==> 0.000227402596845
Tsukamoto, Koji ==> 3.76137164907e-05
Isoda, Michio ==> 2.96121050135e-05
Jain, Viren ==> 0.000145530243649
Allmuallim, Ilussein ==> 2.37629392006e-05
Kac, Michael B. ==> 6.90120755179e-05
Svenberg, Stefan ==> 3.29776361773e-05
Yang, Xiaofeng ==> 0.000453637227797
Nishiwaki, Masamichi ==> 2.32890019659e-05
Ochitani, Ryo ==> 7.17747466585e-05
Kraaij, Wessel ==> 3.83345047822e-05
Zhou, Yujian ==> 2.23135954734e-05
Halácsy, Péter ==> 3.11461284516e-05
Prasov, Zahar ==> 7.83555672883e-05
Lamping, John ==> 0.000107885653846
Thint, Marcus ==> 4.36400037187e-05
Nikitina, Tatiana ==> 3.28195204428e-05
Qi, Haoliang ==> 3.95278756451e-05
Linden, Krister ==> 2.41211924015e-05
Kaplan, Dain ==> 3.44205801217e-05
Bohnet, Bernd ==> 6.20656707543e-05
Tong, Richard M. ==> 5.32995782095e-05
Hakulinen, Jaakko ==> 3.18396488648e-05
Fong, Sandiway ==> 4.78600168725e-05
Zhang, Hao ==> 0.00047206311852
Tsarfaty, Reut ==> 0.000130189334494
Qian, Yueliang ==> 3.09000936978e-05
Scheffler, Tatjana ==> 3.2352538236e-05
Walsh, Michael ==> 3.4388078991e-05
Zhang, James ==> 4.68510740033e-05
Hong, SungLim ==> 7.38134940146e-05
Lambert, Benjamin ==> 2.18422959392e-05
Sabatier, Paul ==> 0.000109146607796
Kaiser, Edward C. ==> 2.7431111184e-05
Wu, Dekai ==> 0.00146654985981
Ehsani, Farzad ==> 2.01785679515e-05
Gorniak, Peter ==> 1.80316767273e-05
Norton, Lewis M. ==> 0.000435139712512
Berry, Simon ==> 3.04092245436e-05
Miao, Chuanjiang ==> 3.01513774096e-05
Ono, Kenji ==> 0.000162437115372
Tripasai, Woottiporn ==> 5.05448226095e-05
Baker, Kenneth ==> 2.71284978709e-05
Besemer, David J. ==> 5.88404523342e-05
Domingo, Judith ==> 2.4003168637e-05
Zhang, Ziqi ==> 4.36986005903e-05
Masson, Nicolas ==> 5.24259996722e-05
Barnett, Brigitte ==> 3.39543735041e-05
Kjaersgaard, Poul Soren ==> 2.0359328111e-05
Litkowski, Kenneth C. ==> 0.000160362508106
Webber, Bonnie Lynn ==> 0.00104738543744
Lowden, B. G. T. ==> 3.8508832018e-05
Kinoshita, Satoshi ==> 6.11795562479e-05
Wang, Yefeng ==> 1.98283227767e-05
Ferreres, Javi ==> 3.05940529021e-05
Farahat, Ayman ==> 5.49486959663e-05
Sun, Jian ==> 7.86013129689e-05
Levas, Anthony ==> 1.87952689092e-05
Giuglea, Ana-Maria ==> 0.000141847216594
Garside, Roger ==> 0.000205124651505
Costantini, Erica ==> 8.79940207261e-05
Liu, Fei ==> 3.61117960548e-05
Specia, Lucia ==> 0.000124871728299
Ten Hacken, Pius ==> 3.4668771305e-05
Khan, M. A. ==> 3.17690251301e-05
Spitz, Judith ==> 5.10857271447e-05
Turchin, Alexander ==> 4.15285646564e-05
Dolbey, Andrew ==> 4.01311674212e-05
Ryan, Sean ==> 5.71131073762e-05
Nozawa, Masanori ==> 2.09950181152e-05
Hafner, Carole D. ==> 2.523132268e-05
Emorine, Olivier M. ==> 5.49519976948e-05
Mana Lopez, Manuel J. ==> 4.31575602932e-05
Hastie, Helen ==> 2.6094621825e-05
Frederking, Robert E. ==> 0.00039516040342
Lieske, Christian ==> 9.50612872888e-05
Core, Mark G. ==> 0.000123568151916
Xu, Ruifeng ==> 6.43510968283e-05
Ringersma, Jacquelijn ==> 2.24265264015e-05
Fox, Edward A. ==> 7.71175174971e-05
Sadler, Louisa ==> 8.7661328298e-05
Witbrock, Michael J. ==> 8.79953038753e-05
Villavicencio, Aline ==> 0.000168494960869
Young, Brian ==> 6.21032713132e-05
Ikeda, Takahiro ==> 5.59625233105e-05
Helzerman, Randall A. ==> 3.43690215983e-05
Lin, Chia-Ling ==> 3.5067254671e-05
Block, Russell ==> 3.06875106206e-05
Velupillai, Sumithra ==> 1.80816003594e-05
Kukina, Olga ==> 2.71106997649e-05
Elder, Elizabeth ==> 4.2026398591e-05
Petrova, Milena ==> 3.08288319297e-05
Marimon, Montserrat ==> 0.000147029784807
Pecourt, Elsa ==> 3.25186179929e-05
Rodrigues, Paul ==> 2.09075107806e-05
Morarescu, Paul ==> 0.000135544391989
Ma, Yanjun ==> 0.000169043674311
Yu, Jiangsheng ==> 2.89069172917e-05
Qingshi, Gao ==> 7.07191927785e-05
Dirix, Peter ==> 2.66807309296e-05
Brunson, Barbara A. ==> 3.03570918815e-05
Schmidt-Nielsen, Bent ==> 3.02629060607e-05
Schonwetter, Michael ==> 2.1305405023e-05
Ram, Ashwin ==> 1.8694959792e-05
Placeway, Paul ==> 0.000179318904511
Krauwer, Steven ==> 0.000161802040167
Bagga, Amit ==> 0.000294102798384
Lochel, Matthias ==> 3.33831733408e-05
Dickerson, Wayne B. ==> 3.67636562056e-05
Ostler, Nicholas ==> 5.09898002393e-05
Geissler, Stefan ==> 2.21730898246e-05
Fichtner, Gerrit ==> 2.1948726975e-05
Mellish, Chris S. ==> 0.000755555556706
Watson, Rebecca ==> 0.000219182830289
Luo, Airong ==> 4.67791286236e-05
Hiroshi, Ichikawa ==> 3.52442665675e-05
Perzanowski, Dennis ==> 5.0033699904e-05
Wick, Michael ==> 0.000106565961003
Fraser, Alexander ==> 0.000342075343546
Davis, James Raymond ==> 5.76570320415e-05
Sims, Andrea D. ==> 2.52662809324e-05
Saito, Hiroaki ==> 0.00011780334001
Chen, Hongbiao ==> 7.51543323938e-05
Vieweg, Sarah E. ==> 2.19870300644e-05
Levelt, Willem J. M. ==> 1.7915096446e-05
Marx, Zvika ==> 0.000120387293928
Pelt, Paul ==> 2.81479004556e-05
McVearry, Kenneth A. ==> 5.21524687291e-05
Sun, Xu ==> 3.86338998956e-05
Chevalier, Haakon ==> 4.26271563097e-05
Boccalatte, A. ==> 3.70214740747e-05
Kampmann, Frank ==> 4.26271563097e-05
Barrutieta, Guillermo ==> 2.72936736916e-05
Atutxa, Aitziber ==> 4.07128489844e-05
Sadock, Jerrold M. ==> 4.99219972104e-05
Winter, Yoad ==> 7.83045961623e-05
Meza, Rodrigo ==> 2.63871901407e-05
Chickering, Max ==> 3.89282937531e-05
Hamerich, Stefan ==> 0.000106351478095
Jern, Alan ==> 6.58792519157e-05
Peh, Li Shiuan ==> 5.42901030608e-05
Arita, Hidekazu ==> 3.20392898761e-05
Riezler, Stefan ==> 0.00103914997297
