 ==> 0.00201519580503
Kit, Chunyu ==> 0.000330763091505
Heuvel, Henk van den ==> 9.23774302721e-05
Dudda, Friedrich ==> 5.4292249631e-05
Hatada, Nobuko ==> 3.96004113639e-05
Smith, Jonathan L. ==> 5.86281048075e-05
Hurskainen, Arvi ==> 3.32374132252e-05
Mitsumori, Tomohiro ==> 3.00985331432e-05
Klavans, Judith L. ==> 0.000816737196942
Udupa, Raghavendra ==> 8.62573762618e-05
Szafron, Duane ==> 1.7610643294e-05
Björne, Jari ==> 4.23680660317e-05
Yan, Hao ==> 5.70674385255e-05
Sebastiani, Fabrizio ==> 0.000101717147112
Wu, Yiu Kei ==> 2.31332186524e-05
Asada, Yoshiaki ==> 1.86896810368e-05
Zhou, Lina ==> 3.59932745912e-05
Burns, Gully ==> 8.44234411782e-05
Witte, René ==> 2.01971423155e-05
Wunsch, Holger ==> 3.45036575895e-05
Agichtein, Eugene ==> 0.000187176755501
Lubar, Suzi ==> 3.33967391313e-05
Jin, Youbing ==> 3.25775146929e-05
Ireson, Neil ==> 1.88299041946e-05
Sparck Jones, Karen ==> 7.52173008823e-05
Sager, Naomi ==> 4.48026672303e-05
Màrquez, Lluis ==> 0.00116612999029
Da Sylva, Lyne ==> 2.50358902805e-05
Zhang, Zhu ==> 6.57902055978e-05
Xiao, Juan ==> 5.28653411712e-05
Singh, Pawandeep ==> 1.87159906076e-05
Ebert, Christian ==> 2.79527356074e-05
Smith, Ronnie W. ==> 0.000236229535872
Van Vuuren, Sarel ==> 4.85014672042e-05
Pendar, Nick ==> 2.09826161426e-05
Liu, Yupeng ==> 2.92098948422e-05
Partee, Barbara H. ==> 4.59482459572e-05
Burgun, Anita ==> 4.2524242087e-05
Lefevre, Fabrice ==> 1.80270627948e-05
Waters, Richard C. ==> 7.58644770474e-05
Sondheimer, Norman K. ==> 0.000357019656677
Chen, Wei ==> 2.73275518207e-05
Hu, Xia ==> 2.54919697261e-05
Hartley, Roger ==> 2.85307777107e-05
Momma, Stefan ==> 5.0035869014e-05
Steele, Elizabeth ==> 3.72796766835e-05
Paroubek, Patrick ==> 0.000117995152927
Zelinsky-Wibbelt, Cornelia ==> 7.59818945583e-05
Hollan, R. ==> 3.48039096407e-05
Barrett, Leon ==> 0.000130907174581
Guthrie, Joe A. ==> 0.00012723557089
Zadrozny, Wlodek ==> 6.88021566275e-05
Delmore, John ==> 1.91107654948e-05
Deas, H. ==> 2.93197930961e-05
Zesch, Torsten ==> 0.00014659891117
Oku, Masahiro ==> 1.61730939101e-05
Muñoz, Rafael ==> 1.79713653012e-05
Kang, Byeong-Kwu ==> 2.87287485699e-05
Woelfel, Joseph ==> 2.69849935668e-05
Ehrlich, Ute ==> 2.50343426735e-05
Ahmad, Faisal ==> 3.3653409514e-05
Weischedel, Ralph M. ==> 0.00202021171224
Pitsch, Gisela ==> 1.70523283383e-05
Conroy, John M. ==> 4.9779507327e-05
Kiryakov, Atanas ==> 2.64407647297e-05
Chung, K. F. L. ==> 2.3731800237e-05
Schopp, Jochen ==> 1.63932245157e-05
Netzer, Yael Dahan ==> 0.000144995717082
Ceplova, Marketa ==> 3.64700186075e-05
Kuba, Andras ==> 5.44355870824e-05
Farrar, Scott ==> 3.73503260728e-05
De Cao, Diego ==> 3.94693677117e-05
Oishi, Akira ==> 3.67568447388e-05
Vitale, Anthony J. ==> 6.02069290611e-05
MacWhinney, Brian ==> 6.05276106736e-05
Wada, Hajime ==> 7.28233295715e-05
Nakata, Takayuki ==> 2.94843986171e-05
Stone, Rebecca ==> 0.000120903598614
Zhan, Puming ==> 2.70386779242e-05
Guenthner, Franz ==> 3.4351144603e-05
Kuppin, Michael A. ==> 7.724588197e-05
Monachini, Monica ==> 9.52947166814e-05
Fyshe, Alona ==> 1.7610643294e-05
Gonzalez, Graciela ==> 4.57279811382e-05
Urizar, R. ==> 7.40961031279e-05
Hnatkova, Milena ==> 2.02025326486e-05
Konolige, Kurt ==> 3.64119291413e-05
Lee, Geunbae ==> 3.85130664546e-05
Jmaiel, Mohamed ==> 1.77323435244e-05
Halimi, Sonia ==> 7.12072236931e-05
Yarowsky, David ==> 0.00286402861539
Mamou, Jonathan ==> 1.73603047208e-05
Takeshita, Atsushi ==> 2.09487015954e-05
Corley, Steffan ==> 3.60554075961e-05
Ma, Jianqiang ==> 1.82335447325e-05
Candito, Marie ==> 3.87374136301e-05
Lin, Jing ==> 2.63364975373e-05
Harris, Larry R. ==> 1.71917919352e-05
Chichester, Christine ==> 4.00008444011e-05
Tang, Enya Kong ==> 6.74343265289e-05
Nelken, Rani ==> 8.75463430478e-05
Saito, Manami ==> 4.19283415656e-05
Rose, Carolyn Penstein ==> 0.000478805794409
Okamoto, Masashi ==> 7.83514090521e-05
Kubo&#328;, Vladislav ==> 2.54761889244e-05
Digalakis, Vassilios ==> 0.000206440198118
Karamuftuoglu, Murat ==> 1.79305051344e-05
Pierrehumbert, Janet B. ==> 8.68421624993e-05
Soria, Claudia ==> 7.53117652828e-05
Alcantara, Manuel ==> 1.59558675494e-05
Seo, Hee-Cheol ==> 4.67323453184e-05
Moore, Johanna D. ==> 0.0012792313534
Kennedy, Alistair ==> 2.03275450643e-05
Moruz, Alex ==> 2.40656839067e-05
Huang, Chu-Ren ==> 0.000255838882007
Li, Baoli ==> 3.34980423915e-05
Ganchev, Kuzman ==> 0.000180437605223
Hindle, Donald ==> 0.00109581313508
Schur, Anne ==> 2.52629137861e-05
Cohen, Aaron ==> 4.01913284029e-05
Memmi, D. ==> 4.18487297461e-05
Ornan, Uzzi ==> 6.50473082892e-05
Kate, Rohit J. ==> 7.60758205452e-05
Eck, Matthias ==> 8.9140768703e-05
Graesser, Arthur C. ==> 3.75780162067e-05
Miller, Tim ==> 0.000111525319063
Nallapati, Ramesh ==> 5.89117806214e-05
Chieu, Hai Leong ==> 0.000171243932472
Allwood, Jens ==> 5.76601561268e-05
Cuadros, Montse ==> 8.78059576034e-05
Rupp, C. J. ==> 7.73804396318e-05
Serban, Gabriela ==> 2.59626380458e-05
Yabuta, Yukiko ==> 3.8995714632e-05
Lundborg, Joakim ==> 4.52033584206e-05
Tatar, Doina ==> 3.3571364405e-05
Byrnes, John ==> 3.24619739873e-05
Meurs, Marie-Jean ==> 1.98299093558e-05
Raghavan, Revathi Sundara ==> 4.59179456875e-05
Thornton, Simon ==> 5.82277380701e-05
Konstantopoulos, Stasinos ==> 4.98881911879e-05
Yamada, Atsushi ==> 0.000104787945254
Lopez, Adam ==> 0.000380584106243
Weerkamp, Wouter ==> 3.83212472221e-05
Beierle, Christoph ==> 2.17401742232e-05
Vyas, Vishnu ==> 8.64211059818e-05
Shen, Dayang ==> 7.07491864088e-05
Murawaki, Yugo ==> 3.22626268209e-05
Jarosz, Gaja E. ==> 6.51939781085e-05
Wu, Weilin ==> 4.43857126478e-05
Choma, Travis ==> 1.65548138968e-05
Cattoni, Roldano ==> 0.000107262791309
Winkelmann, Gunter ==> 3.75483707135e-05
Maybury, Mark T. ==> 7.43477214895e-05
Ishikawa, Tetsuya ==> 0.000251068480219
Wolf, Peter ==> 2.69849935668e-05
Tsukada, Hajime ==> 0.000233163071353
Schmidt, Paul ==> 7.54936566672e-05
Maragoudakis, Manolis ==> 3.19290681042e-05
Zhou, Lixin ==> 2.06594185171e-05
Sato, Gayle K. ==> 4.58094037189e-05
Kasper, Walter ==> 8.76886737717e-05
Goncalves, M. R. ==> 2.40523324298e-05
Barrachina, Sergio ==> 7.75947900217e-05
Valderrabanos, Antonio S. ==> 2.31300602308e-05
Suriyentrakorn, Pasin ==> 2.629063492e-05
Kim, Kyungduk ==> 6.66611809951e-05
Chaudhuri, B. B. ==> 1.89686245294e-05
Marciniak, Malgorzata ==> 1.83190931533e-05
Berthelin, Jean-Baptiste ==> 2.18821983954e-05
Sorensen, Jeffrey S. ==> 0.000353929866694
Li, Chen ==> 2.54477722539e-05
Fritzson, Richard ==> 2.37133145822e-05
Q. Nguyen, Chau ==> 1.92445307586e-05
Buchsbaum, Adam L. ==> 4.68328027049e-05
Mullenders, J. ==> 2.41914278123e-05
Liu, Wei ==> 3.36094250877e-05
Guo, Yuhang ==> 4.80843491198e-05
Kudo, Ikuo ==> 6.59474922506e-05
Ballim, Afzal ==> 0.000103053604694
Kidawara, Yutaka ==> 2.02995278236e-05
Kim, Harksoo ==> 9.59784685193e-05
Uren, Victoria ==> 2.01971423155e-05
Hamadou, Abdelmajid Ben ==> 1.77323435244e-05
Hirakawa, Hideki ==> 0.000208608552494
D&#237;az-de-Lia&#241;o, Enrique ==> 4.82386560335e-05
Yan, Yulan ==> 3.84956776328e-05
Ng, Wing W. Y. ==> 2.92836730683e-05
Cordella, Marisa ==> 2.27172922149e-05
Dinesh, Nikhil ==> 0.000174931370097
Marques Pelizzoni, Jorge ==> 3.02525185139e-05
Acosta, Jaime ==> 1.74745813903e-05
Milhaud, Gerard ==> 3.98013516349e-05
Venkatapathy, Sriram ==> 0.000230689204417
Ettelaie, Emil ==> 7.06954667061e-05
Singhal, Amit ==> 8.58575282078e-05
De Bruin, Jos ==> 2.73793886593e-05
Rist, Thomas ==> 0.000110241640298
Garofolo, J. ==> 0.000169173637535
Stevenson, Rosemary ==> 0.000135272943879
Bahl, L. R. ==> 2.66447607575e-05
Daranyi, Sandor ==> 2.63572227265e-05
Van Der Sloot, Ko ==> 2.30953645273e-05
Mitamura, Teruko ==> 0.000239282437085
Siohan, O. ==> 2.02004024483e-05
Wittenburg, Peter ==> 6.06089337812e-05
Koktova, Eva ==> 6.51204880933e-05
Yeh, Eric ==> 3.24894646267e-05
Hirsimaki, Teemu ==> 6.62283397081e-05
Ellison, Noel ==> 3.64513275011e-05
Medelyan, Olena ==> 2.35834856589e-05
Mouret, Pascal ==> 5.90675576817e-05
Irimia, Elena ==> 1.97497296816e-05
Okuno, Hiroshi G. ==> 0.000159339027045
Davis, Paul C. ==> 3.38346293842e-05
Kupiec, Julian ==> 0.000567058388194
Walkerdine, James ==> 2.38023144404e-05
Feddes, Hendrik ==> 2.20873561402e-05
Prevete, Roberto ==> 9.36484086668e-05
Heylen, Dirk ==> 3.68068291695e-05
Rosset, Sophie ==> 3.67971804883e-05
Arez, Pedro ==> 2.47668714938e-05
Andrew, Galen ==> 0.000196499336554
Farwell, David ==> 0.000103427405055
Lee, Yong-Won ==> 1.86553353483e-05
Pong, Sandiway ==> 1.80529554934e-05
Winder, Ransom ==> 4.43489063811e-05
Hartrumpf, Sven ==> 0.00010879636944
Huang, Yun ==> 8.44119501971e-05
Basu, Anupam ==> 0.000130559846723
Enomoto, Kousuke ==> 2.0951329524e-05
Munson, Art ==> 3.16934238362e-05
Liu, Yuanjie ==> 3.10786900643e-05
Wang, Jong-Nae ==> 2.38016204129e-05
Bedore, Lisa ==> 2.04769827016e-05
Lioma, Christina ==> 3.79880866003e-05
Mao, Yu-Hang ==> 2.83794386466e-05
Takano, Akihiko ==> 2.4190274745e-05
Robinson, Jane J. ==> 5.85492171185e-05
MacIntyre, Robert ==> 0.000302072180428
Beesley, Kenneth  R. ==> 6.51792202516e-05
Carbonnell, Jaime G. ==> 2.01084624047e-05
Lin, Frank ==> 2.70280585647e-05
Daniel, Naomi ==> 2.68138263309e-05
D'Haro, Luis F. ==> 5.83727015693e-05
Hasler, Eva ==> 5.05037733332e-05
Manour, Saib ==> 3.97227881876e-05
Paris, Inalco ==> 3.53092713203e-05
Brunning, Jamie ==> 7.84021943066e-05
Niu, Cheng ==> 0.000385446259864
Chin, Andy C. ==> 1.7392813072e-05
Johnson, Howard ==> 0.000274252452232
Cooper, Richard P. ==> 4.16648749578e-05
Philp, Christina ==> 6.85267560333e-05
Loeff, Nicolas ==> 3.38709951005e-05
Pettersson, Paul ==> 1.93152962161e-05
Moran, Douglas B. ==> 0.000345006461974
Power, Richard ==> 0.000511650932293
Bickmore, Timothy W. ==> 5.77813115208e-05
Peterson, Erik ==> 5.29190287149e-05
Cailliau, Frederik ==> 1.61183603298e-05
Hajic, Jan ==> 0.000791361796601
Hori, Koichi ==> 5.01206106786e-05
Lin, Wei-Hao ==> 0.000178515188673
Higasa, Wataru ==> 3.697796373e-05
Scott, Donia ==> 0.00015542098644
Tucker, Gordon H. ==> 2.67777073249e-05
Pianesi, Fabio ==> 0.000162985114808
Finkel, Raphael ==> 2.01795703334e-05
Branco Ribeiro, Gabriela Castelo ==> 4.40404556577e-05
Lorente, Mercè ==> 1.82607893267e-05
Banerjee, Protima ==> 1.9625684361e-05
Okada, Yoshihiro ==> 3.54794420842e-05
Hafiz, Rahmatullah ==> 1.95902681553e-05
Zelenko, Dmitry ==> 0.000168187141923
Grozea, Cristian ==> 2.51145463571e-05
Matsuda, Takeo ==> 2.47151943241e-05
Guthrie, David ==> 3.679208609e-05
Tang, Li ==> 3.34457221391e-05
Bookman, Lawrence A. ==> 1.82143781299e-05
Louwerse, Max ==> 2.14034722974e-05
Shih, Chilin ==> 0.000219181444983
MÃ­rovskÃ½, JiÅ™Ã­ ==> 2.0175597883e-05
Planul, Jennifer ==> 2.21181810098e-05
Lascarides, Alex ==> 0.000683639789225
Allauzen, Alexandre ==> 0.000110401188089
Ohlsson, Stellan ==> 1.79184800712e-05
Subba, Rajen ==> 8.48093325939e-05
McKee, Douglas ==> 0.00013411247702
McKay, Donald P. ==> 0.00010580461186
BingQuan, Liu ==> 2.39992494378e-05
Park, Jun-Sik ==> 3.81970346489e-05
Biemann, Christian ==> 0.000259233680539
Forster, Peter ==> 1.73146271635e-05
Ohnishi, Noboru ==> 3.91573817595e-05
Sanchez Peiro, Joan Andreu ==> 3.79871358461e-05
Wang, Chun-Hung ==> 3.57612396047e-05
Lin, Yi-Chung ==> 0.000101395655924
Wu, Xiaofeng ==> 2.31939690478e-05
Choukri, Khalid ==> 2.93389622763e-05
Rupp, C.J. ==> 8.18112630843e-05
Shi, Wu-Guang ==> 3.57166510177e-05
Haug, Peter ==> 3.19014973503e-05
Nakajima, Hideharu ==> 3.00266898251e-05
Tae, Yoon-Shik ==> 2.92123103583e-05
Oh, Alice H. ==> 5.01242061278e-05
Francez, Nissim ==> 5.19419698796e-05
Rehkamper, Klaus ==> 4.90232585302e-05
Yih, Wen-tau ==> 1.9875883008e-05
Clergerie, Eric Villemonte de la ==> 3.80984539162e-05
Collier, Alex ==> 1.95569894696e-05
ForÄƒscu, Corina ==> 1.88905750581e-05
Rojas, Isabel ==> 4.01437670047e-05
Lavrenko, Victor ==> 3.84223534786e-05
Tounsi, Lamia ==> 4.65464357693e-05
Thompson, Paul ==> 0.000100563604941
Brinckmann, Caren ==> 3.98326892375e-05
Fleck, Margaret M. ==> 0.000122569199507
Jacobs, Aaron J. ==> 1.84542386672e-05
Grover, Claire ==> 0.000636124832358
Albro, Daniel M. ==> 1.58343857654e-05
Paulson, E. Anne ==> 4.08654136983e-05
Haji&#269;, Jan ==> 4.0988843143e-05
Lochbaum, Karen E. ==> 8.9233822689e-05
Belvin, Robert S. ==> 9.65874621519e-05
Letourneau, Sylvain ==> 4.05980845185e-05
Sharp, Randall ==> 2.03091118882e-05
Coletti, Paolo ==> 4.24836281291e-05
Terada, Akira ==> 4.14198594783e-05
Tcheou, Francois ==> 2.63652571914e-05
Zhu, Xiaoyan ==> 0.000104866967464
Kolss, Muntsin ==> 8.36096039553e-05
Bartlett, Susan ==> 4.28193159424e-05
Duch, Wlodzislaw ==> 4.1427523154e-05
Ginzton, Matt ==> 4.94927495444e-05
Jin, Peng ==> 6.36820624339e-05
Gotti, Fabrizio ==> 8.23293485515e-05
Jiang, Zheng Ping ==> 7.43886603863e-05
Kumaran, Girighar ==> 2.33574144029e-05
Rosner, Dietmar ==> 8.50045157396e-05
Suzuki, Masanori ==> 2.19949095968e-05
Lin, Tracy ==> 4.72857692963e-05
Ouyang, You ==> 1.70337815436e-05
Sun, Jiadong ==> 4.79001037184e-05
Bennett, Paul N. ==> 2.97795597491e-05
Honarpisheh, Mohamad Ali ==> 2.09115902353e-05
Guillaume, Pierre ==> 7.90188214864e-05
Gralinski, Filip ==> 2.53791834514e-05
Volz, Raphael ==> 3.04562903927e-05
Allison, Ben ==> 4.76894038321e-05
Lu, Yajuan ==> 0.000142243007133
Reeves, John ==> 3.09578658044e-05
Sakamoto, Michelle ==> 2.21276425618e-05
Ramakrishnan, Ganesh ==> 3.43363298364e-05
Gargouri, Bilel ==> 1.77323435244e-05
Towns, Stuart G. ==> 1.78249194661e-05
Tey, TongGuan ==> 3.96505186472e-05
Horvath, Veronika ==> 3.07015212418e-05
Beigman Klebanov, Beata ==> 9.51503720797e-05
Ohtake, Kiyonori ==> 4.19538491071e-05
Webber, Bonnie ==> 3.26618771939e-05
Landsbergen, S. P. J. ==> 0.000104210474747
Teahan, W. J. ==> 9.47294584603e-05
Yang, Erhong ==> 2.56537258573e-05
Pr&#233;vot, Laurent ==> 1.79141357363e-05
Binot, Jean-Louis ==> 9.09304096025e-05
Rehm, Matthias ==> 1.62420692085e-05
Jullien, Cleo ==> 0.000100081350156
Schwind, Camilla ==> 2.88561519349e-05
Weinstein, Steven P. ==> 3.56725186738e-05
Minkov, Einat ==> 0.000113282320324
Jagannathan, V. ==> 3.62661781021e-05
Schäfer, Ulrich ==> 1.6059902964e-05
Sun, Shuqi ==> 3.05627418765e-05
Banerjee, Satanjeev ==> 0.000241093238268
Chute, Christopher G. ==> 0.000101857875556
Guillaume, Jacquet ==> 2.26251512123e-05
Gorin, Allen L. ==> 8.46114020481e-05
Yoshimoto, Kei ==> 8.1703799325e-05
Fiedler, Ines ==> 1.93728596673e-05
Sui, Zhifang ==> 7.25886091795e-05
Meyer, Josef ==> 2.33137938532e-05
Hammarström, Harald ==> 1.66243436456e-05
Kim, Myunghee ==> 7.13514293689e-05
Lehnen, Patrick ==> 2.30650101638e-05
Eriksson, Gunnar ==> 6.57155347115e-05
Keane, John ==> 3.55081779776e-05
Ogura, Mieko ==> 2.11712779088e-05
Sagawa, Yuji ==> 3.91573817595e-05
Fung, Simon ==> 3.52834534133e-05
Shepherd, Jessica ==> 0.0001243735307
Franco, Horacio ==> 2.41213374278e-05
Benavent, Francesc ==> 2.14557711065e-05
Kosy, Donald W. ==> 3.12986971339e-05
Maxwell, Edward ==> 3.31554847652e-05
Colbourn, M. J. ==> 2.06527247231e-05
Tseng, Tsung-Yih ==> 2.50631556239e-05
Kurata, Gakuto ==> 3.18571985042e-05
Young, S. J. ==> 6.94437030806e-05
Lopez, Vicente ==> 2.31380822676e-05
Van Utteren, E. P. C. ==> 2.20228797009e-05
Rydin, Sara ==> 2.52270976798e-05
Solvay, Jean-Philippe ==> 8.16700713941e-05
Meyers, Adam ==> 0.00098147874292
Ferré, Gaëlle ==> 1.76722295097e-05
Krahmer, Emiel ==> 0.000278625166888
Holloway King, Tracy ==> 3.00872028849e-05
Lai, Jennifer C. ==> 0.000646396723155
Hoffmeister, Bjoern ==> 1.74101783774e-05
Kim, Yeun-Bae ==> 4.63017093436e-05
Yonezawa, Akinori ==> 1.64579949807e-05
Martinez, Jose L. ==> 1.9960300811e-05
Holz, Dieter ==> 2.83643344939e-05
Sinha, Ravi ==> 3.40201405033e-05
Kehler, T. P. ==> 0.000100260677762
Jones, Dominic R. ==> 3.12089292404e-05
Ludwig, Bernd ==> 2.59765518926e-05
Frisch, Alan M. ==> 1.62449040188e-05
Benra, Jorg ==> 2.45936762204e-05
Gerber, Rene ==> 3.8241510262e-05
Diermeier, Daniel ==> 3.79046856779e-05
Mrakova, Eva ==> 2.08486582937e-05
Aretoulaki, Maria ==> 2.1671605761e-05
Poulson, Laurie ==> 2.51185440511e-05
Jacquey, Evelyne ==> 4.2305624413e-05
Ferrer, Eva Esteve ==> 7.74342433642e-05
Shah, Shalin ==> 1.84293419636e-05
Zbang, Yuemei ==> 2.70753265012e-05
Maclachlan, Anna ==> 3.32554962112e-05
Beaumont, Will de ==> 2.63183014116e-05
Hammerton, James ==> 6.8564211684e-05
Jerry, Ye ==> 2.86327677046e-05
Echizen-Ya, Hiroshi ==> 7.88191044974e-05
Roberts, Craige ==> 2.30579136644e-05
Patwardhan, Siddharth ==> 0.000376163765038
Pan, Shimei ==> 0.00021752832002
Kruijff, Geert-Jan M. ==> 0.00039682430493
Toyama, Katsuhiko ==> 4.80748465252e-05
Li, JunHui ==> 1.87994745867e-05
Chiorean, Oana Andreea ==> 3.19326336064e-05
Alonso, Yuan A. ==> 5.23173473619e-05
Li, Ming ==> 1.61183603298e-05
Kiraz, George Anton ==> 0.000198424068391
Kanto, Kari ==> 2.35401432503e-05
Damiano, Rossana ==> 2.23582462691e-05
Sarafraz, Farzaneh ==> 1.84065256554e-05
Anshen, Frank ==> 3.11794890372e-05
Smit, Petra ==> 4.09844104572e-05
Black, Alan W. ==> 0.000200033648933
Roark, Brian ==> 0.000874167843793
Smith, Catherine ==> 1.97919455045e-05
Malakasiotis, Prodromos ==> 6.56566549289e-05
Wang, Bin ==> 0.00011010902264
Finin, Timothy W. ==> 7.70555788196e-05
Wu, Chia-Wei ==> 7.09798203167e-05
Hopkins, Mark ==> 0.000196377284472
Schlesinger, Judith D. ==> 3.30755973594e-05
Kim, Dong-Il ==> 8.6280448924e-05
Faruque, Ehsanul ==> 5.91502729954e-05
Genthial, Damien ==> 9.09823319639e-05
Alshawi, Hiyan ==> 0.000883250158147
Tatu, Marta ==> 0.000210039279549
Esuli, Andrea ==> 0.000101717147112
Llitjós, Ariadna Font ==> 3.29623595743e-05
Ogino, Shiho ==> 3.89463963746e-05
Tuda, Hirosi ==> 3.0699393536e-05
Maud, Ehrmann ==> 2.26251512123e-05
Noord, Gertjan ==> 1.93328351991e-05
Dini, Luca ==> 0.000137926462944
Say, Bilge ==> 3.60154610338e-05
Mirkin, Shachar ==> 0.00015613620247
Dridan, Rebecca ==> 5.48131668851e-05
Wang, Jin ==> 0.000117115226963
Ageno, Alicia ==> 5.50143701103e-05
Kubler, Sandra ==> 0.000405788129112
Zorn, Lisa ==> 5.2482024496e-05
Ju, Yun Cheng ==> 3.05694851898e-05
Anick, Peter G. ==> 0.000293001000044
Le Roux, Joseph ==> 2.81635557757e-05
Shudo, Kosho ==> 8.13042730085e-05
Whittaker, Steve ==> 0.000409541278032
Yi, Xing ==> 3.16614798493e-05
Giunchiglia, Fausto ==> 6.45232544593e-05
Paass, Gerhard ==> 2.46540503064e-05
Lin, Chin Yew ==> 0.00147562629071
Shrivastava, Manish ==> 6.50336423057e-05
Makuta-Giluk, Marzena ==> 2.03169467944e-05
Maung, Zin Maung ==> 3.37939816269e-05
Tanaka, Takushi ==> 0.000192319860931
Courtin, Jacques ==> 9.09823319639e-05
Toledano, Doroteo T. ==> 9.10547594453e-05
Buschmeier, Hendrik ==> 1.61930146238e-05
O'Hara, Thomas P. ==> 0.000273796693105
Sharma, Utpal ==> 3.48071996576e-05
Zijl, Lynette van ==> 1.85020388611e-05
Rus, Vasile ==> 0.000266870452169
Evett, Lindsay J. ==> 5.66940559472e-05
Choi, Yejin ==> 0.000235443214259
Déchelotte, Daniel ==> 3.90882096627e-05
Butters, Jonathan ==> 2.46279426156e-05
Leseva, Svetlozara ==> 2.35185551915e-05
Pala, Kiran ==> 3.4561190724e-05
Glasbey, Sheila R. ==> 9.42707581465e-05
Nilson, Roslyn ==> 3.84318920658e-05
Walker, Donald E. ==> 8.69418308448e-05
Fukushima, Ken'ichi ==> 2.61830833983e-05
Shishtla, Praneeth M. ==> 5.42302816864e-05
Reichman, Marc ==> 5.78668397388e-05
Nulty, Paul ==> 4.74642043724e-05
Uratani, Noriyoshi ==> 3.05831872903e-05
Pakhomov, Serguei V. ==> 0.000143430738045
Popescu, Ana-Maria ==> 0.000194937014128
Holmqvist, Maria ==> 8.32213683507e-05
Stuhrenberg, Maik ==> 6.6034574896e-05
LaCivita, Jeremy ==> 5.06627008128e-05
Belz, Anja ==> 0.000337824869633
Bristot, Antonella ==> 3.66317294589e-05
Bronisz, Didier ==> 3.66805607356e-05
Rehfuss, Steve ==> 3.47584993279e-05
Xu, Zhiming ==> 3.23640339061e-05
Stolcke, Andreas ==> 0.000431341724196
Kraus, Dirk ==> 2.03761027793e-05
Zimmermann, Malte ==> 1.93728596673e-05
Trushkina, Julia ==> 4.16512501131e-05
Nasr, Alexis ==> 0.0001367892125
Fernández, Raquel ==> 3.61773077162e-05
Ezeiza, Nerea ==> 9.63922260549e-05
Grossi, Thomas ==> 9.64776937544e-05
Li, Jianguo ==> 9.49637905511e-05
Reeder, Florence ==> 3.82230818392e-05
Simonin, Nathalie ==> 8.69637946523e-05
Kirschner, Manuel ==> 4.10497366822e-05
Liu, Fu-Hua ==> 9.75887213061e-05
Starlander, Marianne ==> 0.000160715902267
Korte, Hannes ==> 2.46540503064e-05
Van Huyssteen, Gerhard B. ==> 1.96529076856e-05
Lin, Chuan-Jie ==> 7.61879293684e-05
Weise, David ==> 3.3429221208e-05
Heyl, Andrea ==> 3.0962317534e-05
Hulth, Anette ==> 0.000138243317238
Elworthy, David ==> 0.000105329065994
Garretson, Gregory ==> 2.91302316546e-05
Sanders, Ted ==> 1.94945135473e-05
Robert, Gilbert ==> 3.12921341041e-05
Hu, Changjian ==> 1.9638296348e-05
Fabricz, Karoly ==> 3.09720828945e-05
Evang, Kilian ==> 4.98476767558e-05
Kogure, Kiyoshi ==> 0.000123858302077
Muurisep, Kaili ==> 1.78148407815e-05
Cederberg, Scott ==> 4.89255899495e-05
Chklovski, Timothy ==> 0.00040288386463
Guitierrez, Juana M. ==> 2.39947857391e-05
Kilger, Anne ==> 8.78064594431e-05
Chen, Kaijiang ==> 3.29711435643e-05
De Hilster, David ==> 0.000100260677762
Hipp, D. Richard ==> 0.000128407388871
Chiran, Luminita ==> 2.74058196328e-05
PetroviÄ‡, SaÅ¡a ==> 2.08288871654e-05
Robba, Isabelle ==> 0.000132533592443
Adams, Brian ==> 3.27664871595e-05
Garcia-Cumbreras, Miguel ==> 1.89411731155e-05
Zapirain, Benat ==> 3.35817258013e-05
Pani, Bruno ==> 2.34969824261e-05
Rossler, Marc ==> 3.96863091285e-05
Kim, Yoonkwan ==> 2.5181984618e-05
Villaneau, Jeanne ==> 2.34836318968e-05
Pinkal, Manfred ==> 0.000202297839698
Widdows, Dominic ==> 0.000259142349566
Bell, Benjamin ==> 2.72653184637e-05
Bannard, Colin ==> 0.000316264287384
Wang, Kuansan ==> 2.74108756312e-05
Zhao, Yingze ==> 2.57715404928e-05
Vendelmans, Ronald ==> 7.81865339055e-05
Erjavec, TomaÅ¡ ==> 8.95161105295e-05
Usteran Muela, Mariola ==> 2.20896856735e-05
Kripasundar, V. ==> 2.13320823101e-05
Keri, Venkatesh ==> 2.64629627386e-05
Saba, Walid S. ==> 1.80055309072e-05
Iwasaki, Hideya ==> 8.80523168502e-05
Mayo, Neil ==> 2.23396078823e-05
Sankofl, David ==> 1.92626958205e-05
Szedmak, Sandor ==> 2.78106406297e-05
Mills, Greg J. ==> 2.47328440762e-05
Cremers, Crit ==> 1.94513255384e-05
Miller, Michael ==> 2.30165799844e-05
Ha, Le Quan ==> 4.5040418885e-05
D&#237;az, Alberto ==> 1.60663599284e-05
Liu, Anne Li-E ==> 2.56487499558e-05
Johannessen, Janne Bondi ==> 2.36857413904e-05
Eddy, Bruce ==> 1.83469120525e-05
Petridis, Vassilios ==> 5.01825958262e-05
Rindflesch, Thomas C. ==> 0.000225343752245
Shank, Roger C. ==> 3.6541302623e-05
Kang, In-Ho ==> 6.8665967538e-05
Atwell, Eric ==> 1.78574523892e-05
Adorni, Giovanni ==> 8.46564848633e-05
Sterling, John ==> 0.000526000984634
Buckley, Chris ==> 0.000105760597195
Gabbay, Igal ==> 1.84184099531e-05
Lin, Chih-Jen ==> 1.69538664043e-05
