 ==> 0.0272685061979
Kit, Chunyu ==> 0.000504029339336
Yang, Jianwu ==> 7.83311003924e-06
Zacharski, Ron ==> 1.15175055547e-05
Habert, Benoit ==> 8.52283155545e-05
Chrupala, Grzegorz ==> 5.08553716764e-06
Kolluru, BalaKrishna ==> 2.54062048877e-08
Pop, Horia F. ==> 1.37700424203e-07
Wang, Michelle Q. ==> 6.53657724103e-06
Prasad, Surendra ==> 1.59922977127e-07
Veilleux, Nanette M. ==> 0.000107901151769
Lazzari, Gianni ==> 2.49378199055e-06
Miemietz, Barbel ==> 0.0
Kalra, Virinder S. ==> 7.12198073485e-08
Roche, Emmanuel ==> 8.22373981338e-05
Carrasco, Rafael C. ==> 1.99641699801e-05
Nallasamy, Udhyakumar ==> 0.0
Shin, Jung H. ==> 1.5041216826e-08
Ito, Takahiko ==> 0.0
Quint, Julien ==> 1.4898878777e-06
Dumitrescu, Cristian ==> 0.0
Van Breugel, Camiel ==> 2.12841706591e-08
Suppes, Patrick ==> 0.0
Tjong Kim Sang, Erik F. ==> 0.00269709288624
Engelkamp, Judith ==> 4.56708605752e-07
Lun, Caesar Suen ==> 1.71039274082e-08
Russell, Graham J. ==> 0.000575263247416
Wen, Yang ==> 1.90401242655e-07
Leech, Fanny ==> 3.54257591308e-07
Becket, Ralph ==> 1.05713146447e-06
Takaki, MAKINO ==> 0.0
Ansari, Daniel ==> 1.04491122266e-07
Diamond, Ted ==> 3.44917774567e-07
Bollegala, Danushka ==> 9.87645501282e-06
Caligaris, C. ==> 0.0
Tsang, Vivian ==> 1.32392336539e-05
Dobes, Z. ==> 3.47298897579e-07
Elliott, John ==> 0.0
Will, Craig A. ==> 1.85546446402e-06
Levinson, S. E. ==> 6.25485977853e-06
Ganitkevitch, Juri ==> 3.10769459827e-08
Berg-Kirkpatrick, Taylor ==> 1.48812262037e-07
Tsuchiya, Masatoshi ==> 6.13632857881e-06
Creaney, Norman ==> 1.55725958661e-08
Phillips, John ==> 9.49951277596e-06
Veenstra, Mettina ==> 0.0
Hill, Catherine ==> 9.85989289189e-08
Germann, Ulrich ==> 1.41907426933e-05
Sofkova, Sylvana ==> 1.64338560165e-07
Dada, Ali ==> 0.000222096297862
Hennoste, Tiit ==> 1.01415008766e-06
Speranza, Manuela ==> 0.000143825725637
Kountz, Manuel ==> 3.14914159199e-07
Chen, Yi ==> 3.51746750878e-07
Tuttle, Mark S. ==> 0.0
Krbec, Pavel ==> 5.77793520814e-05
Zaidan, Omar ==> 4.21415126491e-07
Sripada, Somayajulu G. ==> 9.59333776067e-05
Suri, Linda Z. ==> 4.50454605935e-06
Venugopal, Ashish ==> 1.62214326365e-05
Krellenstein, Marc ==> 1.46808419612e-07
Sahlgren, Magnus ==> 9.88760221218e-08
Chen, Yu ==> 2.80972700134e-06
Brown, Dunstan ==> 4.48552888531e-08
Amin, Samir K. ==> 5.95553153831e-07
Cahn, Janet ==> 2.65515744669e-09
Meyers, Amnon ==> 0.0
Bond, Francis ==> 0.00165955287429
Bertagna, Francesca ==> 3.67462750732e-05
Xiao, Jianguo ==> 1.58919294406e-05
Iria, Jos ==> 3.02928367847e-06
Dirksen, Arthur ==> 1.35155142354e-05
Volk, Martin ==> 0.000477668605123
Armstrong, Susan ==> 5.71308423215e-06
Komachi, Mamoru ==> 2.05084231833e-06
Nikoulina, Vassilina ==> 2.47519681966e-07
Takeuchi, Akikazu ==> 0.0
Calder, Jonathan ==> 0.00101859675509
Fugen, Christian ==> 0.0
Chow, Edmond ==> 2.95188843163e-07
Constant, Matthieu ==> 4.75286078672e-07
Dorrepaal, Joke ==> 1.0821811526e-05
Pericliev, Vladimir ==> 0.000270038921763
Drabek, Elliott Franco ==> 8.56841037288e-05
Hauser, Bob ==> 6.30221086526e-08
Bacchiani, Michiel ==> 1.74553081652e-05
Lee, Seungmi ==> 5.58353652686e-05
Demedts, Anne ==> 2.3008583584e-05
Prescher, Detlef ==> 0.000174644992634
Hara, Kazuo ==> 1.6855177546e-06
Hogenhout, Wide R. ==> 1.07892478813e-06
Hiroshima, Nobuaki ==> 0.0
Lee, Young-Suk ==> 0.000205890344645
Chen, Xiao ==> 0.0
Peshkin, Leonid ==> 2.88126080991e-09
Jones, Gareth ==> 5.68000782188e-09
Kroch, Anthony S. ==> 0.0
SÃ¦tre, Rune ==> 4.78049560583e-06
Davies, Todd ==> 9.38038411344e-06
Hirst, Graeme ==> 0.00717606381012
Benajiba, Yassine ==> 1.12524324699e-07
Jiampojamarn, Sittichai ==> 1.07803087438e-05
Willems, Yves ==> 7.94236902268e-08
Henrichsen, Peter Juel ==> 1.43206303565e-05
Ehlen, Patrick ==> 7.98275214207e-05
Beguin, Annette ==> 0.0
Tjahjadi, Timotius ==> 8.79863070595e-08
Manzano-Macho, David ==> 0.0
Buitelaar, Paul ==> 0.000178524654012
Patel, Chirag ==> 0.0
Lane, Pia ==> 1.5324875534e-07
Rodrigues, Irene Pimenta ==> 9.1381483958e-07
Vilares, Manuel ==> 1.42589693833e-05
Zhao, Le ==> 9.26232668903e-08
Bergler, Sabine ==> 0.000494334713435
Li, Xing ==> 0.0
Ichimura, Yumi ==> 3.22747885218e-06
Chandler, Brian J. ==> 2.12880768313e-05
Gamper, Johann ==> 0.0
Vijay-Shanker, K.. ==> 0.00236565368105
Vela, Mihaela ==> 1.62090345011e-05
Zagibalov, Taras ==> 3.02347096755e-06
Ding, Fan ==> 1.49638716896e-07
Bauer, Travis L. ==> 0.0
Csendes, Dora ==> 0.000246276282569
Tomono, Masahiro ==> 0.0
Suzuki, Yoshimi ==> 0.000126351067499
Igel, Stefan ==> 1.90589433272e-09
Zhou, Ming ==> 0.0017177571495
Herskovits, Annette ==> 0.000138908774753
McCallum, Andrew ==> 0.00178340464763
McIntosh, Tara ==> 3.65458693667e-06
Zhang, Ya ==> 0.0
Hu, Yuxuan ==> 2.46108859178e-07
Zhang, Yi ==> 0.000191641516234
Votrubec, Jan ==> 7.76498694013e-06
Moore, Jeremy ==> 9.85989289189e-08
Chen, Jinying ==> 7.84929309598e-06
Kojima, Takeyuki ==> 9.81724172448e-08
Stem, Richard M. ==> 0.0
Wu, Youzheng ==> 0.000102161978815
Bierner, Gann ==> 1.83077732267e-06
Collovini, Sandra ==> 1.18378712605e-09
Panttaja, Erin ==> 1.53061503408e-06
Wang, Wen ==> 0.000175335303545
Dalli, Angelo ==> 1.40004618984e-05
You, Jia-Ming ==> 1.56738892002e-07
Wang, Wei ==> 6.46352921005e-05
Vazquez, Sonia ==> 8.51570838523e-06
Kemighan, Mark D. ==> 5.00832012439e-06
Brown, Michael K. ==> 6.30443348243e-05
Hecht-Nielsen, Robert ==> 3.10630207939e-07
Weinstein, Clifford J. ==> 3.15375621585e-05
Goh, Hai-Kiat ==> 3.4565196575e-07
Grau, Bernat ==> 5.13139162818e-08
Lecorvé, Gwénolé ==> 0.0
Simon, Petr ==> 9.29955827661e-07
Teng, Wei-Lun ==> 3.93837417108e-07
Wojcik, Richard H. ==> 3.76213205674e-05
Mihalcea, Rada ==> 0.00766953686121
Sloboda, Tilo ==> 2.10115681378e-07
Craven, Patrick ==> 1.85924148669e-09
Wang, Xiao-Long ==> 0.0
Tesar, Bruce ==> 0.0
Romero, Rafael ==> 2.79309892971e-06
Tappe, Heike ==> 0.0
Roussel, David ==> 1.23950475526e-07
Lai, Yu-Tso ==> 8.36308597946e-08
Hana, Jiri ==> 1.77509662766e-08
Keizer, Simon ==> 3.85932835464e-05
Qian, LongHua ==> 1.11691624405e-08
Tsutsumi, Taijiro ==> 8.92907352945e-05
Wong, Kam-Fai ==> 7.55668962414e-05
Prat, Federico ==> 0.0
Morihiro, Koichiro ==> 2.48969083877e-05
Liu, Chao-Lin ==> 5.32491179731e-05
Groenink, Annius V. ==> 0.0
Harashima, Jun ==> 2.57163588005e-08
Broadhead, Matthew ==> 4.78232510004e-06
Murata, Masaki ==> 0.000359122426509
Renger, Bernard ==> 4.58769872578e-06
Sutinen, Erkki ==> 7.27439687707e-08
Vilnat, Anne ==> 6.04313828369e-06
Chmora, Elena M. ==> 0.000221322761763
Panckhurst, Rachel ==> 3.28990083718e-09
Mammone, R. ==> 1.23883131627e-08
Janssen, Wil ==> 0.0
Snover, Matthew G. ==> 6.9206557228e-05
Cinkova, Silvie ==> 1.1127998334e-06
Mendes, Ana ==> 1.16711037386e-08
Tidhar, Dan ==> 6.52308414085e-05
Fowler, Abraham ==> 7.93713533941e-07
Llopis, Fernando ==> 0.0
McNair, Arthur ==> 2.10115681378e-07
Marwin, Stan ==> 3.62503839748e-07
Casas, Bernardino ==> 0.0
Qiu, Likun ==> 3.61352180825e-08
Gibson, Edward ==> 0.000127491659427
William, Scott ==> 3.27891158448e-05
Lin, Tsuey-Fen ==> 4.23044414067e-07
Dahllof, Mats ==> 0.0
Nesson, Rebecca ==> 8.72803021609e-07
Davis, Eric ==> 3.16027658527e-08
Baumgartner Jr., William A. ==> 2.15177117864e-05
Cai, Zhiqiang ==> 4.4758624473e-07
Lo, Yong-Sheng ==> 0.0
Malik, M. G. Abbas ==> 6.43124656415e-05
Orr, Michael ==> 1.85924148669e-09
Bengio, Yoshua ==> 4.14314081254e-07
Kaplan, Frederic ==> 0.0
Yuret, Deniz ==> 0.000475261206732
Bonnema, Remko ==> 3.2202298718e-05
Spaan, Edith ==> 0.0
Moreno, L. ==> 2.27096716833e-09
Lim, Heui-Seok ==> 1.37684808137e-06
Khandelwal, Vikash ==> 0.0
Romera, Magdalena ==> 4.76121290369e-06
Pfeffer, Avi ==> 2.88126080991e-09
Bourdon, Marie ==> 2.20502981957e-07
Kim, Grace ==> 0.000127673577466
Clarke, James ==> 3.49309159749e-05
Ladefoged, Peter ==> 1.30403296449e-09
Sachar, Howard E. ==> 4.84533939478e-07
Wilcox, Lauren ==> 0.0
Beroule, Dominique ==> 0.000221379156217
Menezes, Arul ==> 0.000394668119696
Tillmann, Christoph ==> 0.00125662106337
Giouli, Voula ==> 0.0
Forbes-Riley, Kate ==> 2.59532473989e-05
Rose, Stuart ==> 3.88464418008e-09
Thollard, Franck ==> 6.75933957396e-07
Wang, Bo ==> 1.28438614815e-06
Montero, Juan Manuel ==> 3.89466131417e-07
Dudik, Miroslav ==> 5.71449418376e-08
Mariño, José ==> 2.47692409964e-07
Krieger, Hans-Ulrich ==> 0.000387461883049
Stent, A. ==> 0.0
Lin, Chi-Ching ==> 1.08821121091e-07
Rotaru, Mihai ==> 2.52583364315e-05
Carroll, John A. ==> 0.0105915245704
Kayaalp, Mehmet ==> 1.68574453469e-08
Bao, Sencheng ==> 3.2668007677e-08
Lee, Yoon Hee ==> 0.0
Ilhan, H. Tolga ==> 7.08932676673e-06
Furlan, Aidan ==> 9.33780267804e-08
Gorrell, Genevieve ==> 5.03391299067e-05
Perera, Nadine ==> 3.03715536241e-07
Wermter, Stefan ==> 5.18796072121e-06
Tadic, Marko ==> 6.70492882456e-06
Hall, David ==> 6.38041723241e-08
Nightingale, Stephen ==> 3.72011645651e-08
Weber, Corinna ==> 0.0
Shirai, Kiyoaki ==> 2.23997434601e-05
Malnati, Giovanni ==> 5.90688481394e-06
Teich, Elke ==> 4.30159771587e-05
Farrow, Elaine ==> 1.75005288185e-08
Amsler, Robert A. ==> 0.00025797988892
Godden, Kurt ==> 6.47878322051e-09
Kan, Min-Yen ==> 0.000296540438095
Derr, Marcia A. ==> 7.13519963342e-06
Kamboj, Sachin ==> 1.20192283242e-05
Melo, Gerard de ==> 6.22243569449e-08
Uytvanck, Dieter van ==> 1.06201688963e-07
Bobrow, Robert J. ==> 0.00109747027213
Zoltowski, Carla B. ==> 0.0
Feng, Fangfang ==> 0.000436824302895
Breen, Jim ==> 7.46973625403e-06
Herrmann, Teresa ==> 4.12682443202e-07
Qu, Kunbin ==> 0.0
Oviatt, Sharon L. ==> 0.000224132516088
Dell'Orletta, Felice ==> 1.46374475307e-06
Pan, Michael J. ==> 0.0
Wright, Jerry ==> 3.44080518645e-06
Platek, Martin ==> 6.78335066418e-07
Sarkar, Avik ==> 4.73807386426e-08
Calera-Rubio, Jorge ==> 4.48774727405e-09
Tomas, David ==> 0.0
Russo, Marina ==> 3.18073687332e-09
Nwesri, Abdusalam F. A. ==> 2.13133593231e-07
Robitaille, Xavier ==> 5.39847323798e-07
Fineman, Linda ==> 5.0877812527e-06
R.J., Rama Sree ==> 0.0
Unno, Yuya ==> 1.47052600397e-06
Reilly, Ronan G. ==> 0.0
Powley, Brett ==> 2.05900539842e-07
Schultz, Stefan ==> 4.25054864041e-08
Okamoto, Hiroyuki ==> 0.0
Young, Robert ==> 1.54713249056e-07
Allison, Timothy ==> 5.74358113844e-07
Bateman, John A. ==> 0.0017479052936
Bangalore, Srinivas ==> 0.00581993043986
Lyon, Caroline ==> 2.09031473441e-06
Carter, Alan W. ==> 6.19415658134e-09
Wagner, Joachim ==> 6.99022859069e-06
Sowa, John F. ==> 6.72846751257e-07
Yamada, Hisao ==> 0.0
Oquendo, Flavio ==> 0.0
Jancsary, Jeremy ==> 1.02762870122e-07
Stickel, Mark ==> 6.3270691167e-05
Bates, Rebecca ==> 9.00932413175e-05
Bronnenberg, W. J. ==> 0.0
Stewart, Robin ==> 1.32956766742e-06
Hamamoto, Takeshi ==> 8.670730882e-07
Hussain, Sarmad ==> 0.000664111077366
Nakagawa, Seiichi ==> 2.48884040217e-05
Mertineit, O. ==> 1.40293505617e-07
Gallippi, Anthony F. ==> 9.37040788716e-07
Yi, Byoung-Kee ==> 1.45159101056e-07
Boguraev, Branimir K. ==> 0.00460761402259
Rychly, Pavel ==> 7.20944330387e-06
Wang, Zhulong ==> 0.0
Warren, David Scott ==> 2.13684165437e-05
Teeraparbseree, Aree ==> 1.22839063077e-06
Seban, Gabriela ==> 8.61005732617e-08
Nielsen, Leif Arda ==> 2.25841525163e-06
Yamamoto, Hirofumi ==> 5.63103317214e-06
Amano, Shin-Ya ==> 1.26813326068e-05
Sikorski, Teresa ==> 6.74650074504e-05
Furugori, Teiji ==> 3.9089757143e-06
Crouch, Richard ==> 0.000458957662195
Cavar, Damir ==> 1.3833350612e-08
Lin, Bor-shen ==> 3.73234980585e-09
Vicedo, Jose Luis ==> 0.0
Kranstedt, Alfred ==> 1.4537040467e-09
Dowdall, James ==> 0.000131355890607
Choi, William ==> 1.33474734817e-08
Aarseth, Paul ==> 1.95270016915e-05
Justeson, John S. ==> 4.24743857474e-06
Chang, Jason S. ==> 0.000990498419225
Shamsfard, Mehrnoush ==> 6.58857681537e-06
Ti'Vu, Haodong ==> 2.12047724251e-06
Dovedan, Zdravko ==> 1.93207247482e-07
Pal, Miklos ==> 6.27713464032e-07
Koller, Daphne ==> 3.3492278045e-05
Choi, Jeung-Yoon ==> 3.59426285178e-08
OrÄƒsan, Constantin ==> 0.00095823811858
Scheffer, Tobias ==> 8.84231764833e-10
Ma, Jinshan ==> 8.03617727733e-07
Gratta, Riccardo Del ==> 8.31275647004e-06
Aparicio, Juan ==> 0.0
Jackson, Eric ==> 2.79561570096e-05
Narayanan, Srinivas ==> 0.000362244008422
Ikeda, Yuuji ==> 1.11611189541e-09
Koike, Asako ==> 4.93657827142e-05
Assadi, Houssem ==> 5.77515813055e-08
Barry, Guy ==> 3.19062495878e-08
Bajcsy, R. ==> 4.30385357872e-07
Pareja-Lora, Antonio ==> 9.25708931598e-06
Vazquez, Gloria ==> 0.0
Chapman, Wendy ==> 1.69267029905e-06
Freedman, Reva ==> 8.60907888111e-06
Collingham, Russell ==> 4.84884676472e-07
Micol, Daniel ==> 2.28744094396e-07
Giles, C Lee ==> 2.05900539842e-07
Pan, Haihua ==> 1.35978950578e-05
Yu, Kun ==> 1.27915609055e-05
Amble, Tore ==> 0.0
Wachsmuth, Sven ==> 0.0
Seppi, Kevin ==> 1.54406032468e-06
Espinosa, Dominic ==> 9.75267957757e-07
Wu, Jien-Chen ==> 8.91032372307e-08
Ding, Yung-Wei ==> 4.18254444954e-05
Cho, Hyung Joon ==> 4.47527601244e-06
Pappuswamy, Umarani ==> 0.0
Supnithi, Thepchai ==> 5.63665651701e-06
Matsuoka, Yukiko ==> 0.0
Montgomery, Christine A. ==> 0.000255268214185
L, Sobha ==> 5.37289695459e-08
Lauc, Tomislava ==> 2.57365627533e-07
Vandegrift, Jeffrey ==> 1.3876664713e-06
Sedogbo, Celestin ==> 1.35084394129e-07
Vapillon, Jerome ==> 2.26968972817e-05
VanLehn, Kurt ==> 7.44930913467e-05
Baker, Jeffrey ==> 9.40360357027e-07
Hori, Chiori ==> 1.95681818898e-06
Park, Se Young ==> 2.70670751903e-06
Endres-Niggemeyer, Brigitte ==> 3.54802063816e-06
Kumar, Aman ==> 2.94235535754e-07
Carterette, Ben ==> 2.08953899269e-08
Jiang, Zixin ==> 2.12038627382e-05
Grosz, Barbara J. ==> 0.0164185720336
Prasad, Rohit ==> 9.15010324885e-07
Lee, Insup ==> 9.05064643516e-08
Borkovsky, Arkady ==> 0.0
Ellard, Dan ==> 3.14289887665e-09
McCandless, Michael ==> 6.80046364031e-08
Robinson, Ann E. ==> 1.10300888266e-06
Inui, Hiroko ==> 6.68961400908e-09
Nunberg, Geoffrey ==> 7.38873148711e-05
Chang, Nancy ==> 0.000143015409928
Molinero, Miguel A. ==> 5.94688987694e-08
Ren, Dengjun ==> 5.413165199e-07
Byrd, Roy J. ==> 0.000792383795273
Fissaha, Sisay ==> 6.00039359151e-08
Wang, William S. Y. ==> 0.0
Torres-Moreno, Juan-Manuel ==> 2.85682994159e-09
Lu, Chi ==> 0.000222924230039
Gispert, Adrià ==> 2.804047441e-07
Alphonse, Erick ==> 6.912228652e-08
Bolognesi, A. ==> 6.40606604675e-09
Reyes, Rodrigo ==> 5.28769871715e-08
Xia, Lei ==> 2.40912496586e-08
Warwick-Armstrong, Susan ==> 0.000560063081584
Robertson, Stephen ==> 6.1341375071e-07
Balari, Sergio ==> 1.74134964849e-07
Washburn, Clay ==> 2.03895488321e-09
Lange, Jean-Marc ==> 3.6590330066e-05
Crowther, William ==> 1.02428733808e-09
Hui, Bowen ==> 1.60657595619e-06
Passonneau, Rebecca J. ==> 0.00260560332294
Lee, Yong-Hun ==> 1.01154967099e-06
Burden, Hakan ==> 0.0
Banjevic, Stefan ==> 1.35855706594e-07
Gehrke, Manfred ==> 8.18207813297e-06
Seneff, Stephanie ==> 0.00425354655396
Park, Hyun Seok ==> 1.45306921311e-05
Feldweg, Helmut ==> 6.77135727964e-06
Mohamed, Ahmed A. ==> 2.17805428703e-07
Kim, Jessica ==> 3.16205683886e-06
Hristea, Florentina ==> 0.0
Prevot, Laurent ==> 1.25507666395e-05
Thanadkran, Kanokwut ==> 2.77262246974e-09
Perez, Alicia ==> 1.83345341039e-06
Fan, Weiguo ==> 0.0
Carroll, Jeremy J. ==> 2.21324440776e-05
Johnson, Stephen B. ==> 7.4514392968e-08
Schneider, Mike ==> 0.0
Gebruers, Rudi ==> 6.20146389371e-06
Kim, Taewan ==> 1.18011267236e-07
Van Coile, B. ==> 2.97456613647e-06
Gurevych, Iryna ==> 0.00148087517161
Kitani, Tsuyoshi ==> 2.20492253063e-07
Feng, Ming-Whei ==> 1.60565080722e-09
Wei, Furu ==> 3.38970382657e-06
Tepper, S. ==> 9.5090563381e-08
Heuvel, Henk van den ==> 0.00176970925687
Dudda, Friedrich ==> 9.89576198426e-06
Hatada, Nobuko ==> 8.60829887194e-06
Hurskainen, Arvi ==> 3.07964395307e-07
Mitsumori, Tomohiro ==> 5.38574723887e-08
Klavans, Judith L. ==> 0.00374505254413
Udupa, Raghavendra ==> 2.53914519287e-07
Szafron, Duane ==> 0.0
Björne, Jari ==> 1.03088724056e-07
Yan, Hao ==> 5.98915830706e-06
Sebastiani, Fabrizio ==> 2.8417458819e-06
Wu, Yiu Kei ==> 5.20058058193e-08
Asada, Yoshiaki ==> 0.0
Zhou, Lina ==> 2.89677073975e-06
Burns, Gully ==> 6.25892116399e-06
Witte, René ==> 0.0
Wunsch, Holger ==> 6.0267625363e-07
Agichtein, Eugene ==> 5.62306292569e-05
Lubar, Suzi ==> 1.57181073284e-07
Jin, Youbing ==> 9.76407753822e-08
Ireson, Neil ==> 2.19472279929e-09
Sparck Jones, Karen ==> 7.53698687957e-05
Sager, Naomi ==> 3.95366056368e-06
Màrquez, Lluis ==> 0.00213136323307
Da Sylva, Lyne ==> 8.00753064224e-07
Zhang, Zhu ==> 1.88243694421e-05
Xiao, Juan ==> 6.17059032651e-07
Singh, Pawandeep ==> 0.0
Ebert, Christian ==> 1.25807237576e-06
Smith, Ronnie W. ==> 0.000322744158159
Van Vuuren, Sarel ==> 1.8582469744e-08
Pendar, Nick ==> 8.33040629797e-09
Partee, Barbara H. ==> 0.000221951981795
Burgun, Anita ==> 1.61770993201e-06
Lefevre, Fabrice ==> 0.0
Waters, Richard C. ==> 1.83656402815e-06
Sondheimer, Norman K. ==> 0.000655897947485
Chen, Wei ==> 0.0
Hartley, Roger ==> 3.9360327085e-07
Momma, Stefan ==> 2.16573228752e-06
Steele, Elizabeth ==> 3.20498510914e-06
Paroubek, Patrick ==> 9.99123953412e-06
Zelinsky-Wibbelt, Cornelia ==> 0.000237488749285
Hollan, R. ==> 8.30971511127e-08
Barrett, Leon ==> 2.90259418186e-06
Guthrie, Joe A. ==> 1.59222107661e-05
Zadrozny, Wlodek ==> 0.000118978573584
Alves, Eduardo de Paiva ==> 2.12047724251e-06
Deas, H. ==> 1.69902484521e-08
Zesch, Torsten ==> 2.67147889129e-05
Oku, Masahiro ==> 0.0
Muñoz, Rafael ==> 4.07771010218e-10
Kang, Byeong-Kwu ==> 4.65542779225e-07
Woelfel, Joseph ==> 1.6629946271e-07
Ehrlich, Ute ==> 0.0
Ahmad, Faisal ==> 1.90938747932e-07
Weischedel, Ralph M. ==> 0.014402818969
Pitsch, Gisela ==> 0.0
Conroy, John M. ==> 9.81641795597e-07
Kiryakov, Atanas ==> 3.98349771429e-09
Chung, K. F. L. ==> 2.04652227638e-09
Schopp, Jochen ==> 0.0
Netzer, Yael Dahan ==> 1.06735619527e-05
Ceplova, Marketa ==> 2.49522757595e-06
Kuba, Andras ==> 5.88061780421e-05
Farrar, Scott ==> 1.11523850808e-06
De Cao, Diego ==> 5.33689352223e-07
Oishi, Akira ==> 1.07293201717e-06
Vitale, Anthony J. ==> 0.000112634890434
MacWhinney, Brian ==> 1.37129127911e-06
Wada, Hajime ==> 0.000108009526363
Nakata, Takayuki ==> 0.0
Stone, Rebecca ==> 1.58883602634e-05
Zhan, Puming ==> 4.79048621492e-08
Guenthner, Franz ==> 7.5502419889e-06
Kuppin, Michael A. ==> 0.0
Monachini, Monica ==> 3.72271251586e-05
Fyshe, Alona ==> 0.0
Hnatkova, Milena ==> 0.0
Konolige, Kurt ==> 4.37268331329e-06
Jmaiel, Mohamed ==> 2.10414237092e-09
Halimi, Sonia ==> 7.57177996677e-07
Yarowsky, David ==> 0.0214737372983
Takeshita, Atsushi ==> 0.0
Corley, Steffan ==> 7.75941748578e-07
Lin, Jing ==> 4.88849195201e-07
Harris, Larry R. ==> 0.0
Chichester, Christine ==> 2.18750542539e-06
Tang, Enya Kong ==> 1.64442560837e-05
Nelken, Rani ==> 0.000456057105
Saito, Manami ==> 7.51393002064e-07
Rose, Carolyn Penstein ==> 0.00193687115768
Okamoto, Masashi ==> 4.16520951985e-05
Digalakis, Vassilios ==> 0.000310357905312
Karamuftuoglu, Murat ==> 0.0
Pierrehumbert, Janet B. ==> 6.53668321058e-05
Soria, Claudia ==> 3.33775687086e-05
Alcantara, Manuel ==> 0.0
Seo, Hee-Cheol ==> 1.08799106361e-05
Moore, Johanna D. ==> 0.0065351310481
Kennedy, Alistair ==> 9.96330958885e-09
Huang, Chu-Ren ==> 0.00137932685571
Li, Baoli ==> 4.21493194754e-08
Ganchev, Kuzman ==> 2.93768048399e-05
Hindle, Donald ==> 0.00466829513451
Schur, Anne ==> 3.88464418008e-09
Cohen, Aaron ==> 1.44144401413e-05
Memmi, D. ==> 0.0
Ornan, Uzzi ==> 4.45168327072e-06
Kate, Rohit J. ==> 5.69392062911e-06
Eck, Matthias ==> 2.34270173346e-07
Graesser, Arthur C. ==> 5.04279263205e-07
Miller, Tim ==> 5.71105410166e-07
Nallapati, Ramesh ==> 1.05726103436e-05
Chieu, Hai Leong ==> 4.89852696263e-05
Allwood, Jens ==> 0.000110668186598
Cuadros, Montse ==> 2.33844142616e-05
Rupp, C. J. ==> 4.64214510749e-05
Serban, Gabriela ==> 0.0
Yabuta, Yukiko ==> 1.41663283898e-06
Lundborg, Joakim ==> 4.80275961364e-07
Tatar, Doina ==> 2.77950453026e-07
Byrnes, John ==> 2.95188843163e-07
Meurs, Marie-Jean ==> 0.0
Raghavan, Revathi Sundara ==> 1.49709110696e-06
Thornton, Simon ==> 6.09919834128e-06
Konstantopoulos, Stasinos ==> 6.38760010474e-08
Yamada, Atsushi ==> 0.00041337323842
Lopez, Adam ==> 5.84976180013e-06
Weerkamp, Wouter ==> 7.74269572668e-10
Beierle, Christoph ==> 6.62769046417e-09
Vyas, Vishnu ==> 2.30906162994e-06
Murawaki, Yugo ==> 2.90377735934e-07
Jarosz, Gaja E. ==> 0.00018912475418
Wu, Weilin ==> 2.9564659234e-06
Choma, Travis ==> 0.0
Cattoni, Roldano ==> 4.5324241186e-05
Winkelmann, Gunter ==> 8.77573463998e-06
Maybury, Mark T. ==> 3.63189272319e-05
Ishikawa, Tetsuya ==> 0.000509355934853
Wolf, Peter ==> 1.6629946271e-07
Tsukada, Hajime ==> 0.00014747852547
Schmidt, Paul ==> 0.000145363922742
Maragoudakis, Manolis ==> 3.51422776563e-07
Zhou, Lixin ==> 3.62050862126e-10
Sato, Gayle K. ==> 5.24615618809e-05
Kasper, Walter ==> 2.26803949903e-05
Goncalves, M. R. ==> 0.0
Barrachina, Sergio ==> 2.18550651377e-08
Valderrabanos, Antonio S. ==> 1.39418946307e-09
Suriyentrakorn, Pasin ==> 9.48149602388e-09
Kim, Kyungduk ==> 4.39615595063e-06
Chaudhuri, B. B. ==> 0.0
Marciniak, Malgorzata ==> 0.0
Berthelin, Jean-Baptiste ==> 3.4310980237e-08
Sorensen, Jeffrey S. ==> 0.000407960275654
Fritzson, Richard ==> 1.87812449772e-08
Buchsbaum, Adam L. ==> 1.6294426137e-06
Mullenders, J. ==> 0.0
Liu, Wei ==> 1.24413028266e-06
Guo, Yuhang ==> 3.08294000307e-08
Ballim, Afzal ==> 6.07963678115e-05
Kim, Harksoo ==> 9.45038333701e-05
Uren, Victoria ==> 0.0
Hirakawa, Hideki ==> 0.000483748858795
Cordella, Marisa ==> 5.2685952627e-08
Dinesh, Nikhil ==> 1.2643271925e-05
Marques Pelizzoni, Jorge ==> 2.40846641878e-07
Milhaud, Gerard ==> 3.44231132204e-08
Venkatapathy, Sriram ==> 5.57863145295e-05
Ettelaie, Emil ==> 0.0
Singhal, Amit ==> 8.44035251316e-05
De Bruin, Jos ==> 7.80859431249e-07
Rist, Thomas ==> 0.000161420389074
Garofolo, J. ==> 3.31787998054e-05
Stevenson, Rosemary ==> 1.33478229352e-05
Bahl, L. R. ==> 3.0828910876e-07
Van Der Sloot, Ko ==> 3.62704431779e-07
Mitamura, Teruko ==> 0.000980163511663
Siohan, O. ==> 1.43172531092e-08
Wittenburg, Peter ==> 6.08744407178e-05
Koktova, Eva ==> 0.000445314522437
Yeh, Eric ==> 6.38041723241e-08
Hirsimaki, Teemu ==> 8.07853812166e-07
Ellison, Noel ==> 5.13046368196e-08
Medelyan, Olena ==> 5.90806400692e-07
Mouret, Pascal ==> 3.72178060504e-05
Irimia, Elena ==> 2.13384832695e-08
Okuno, Hiroshi G. ==> 0.000165532851624
Davis, Paul C. ==> 1.35425571845e-06
